product_name,source_store,target_store,suggested_qty,final_recommendation,estimated_cost,reason,cost_score,quantity_score,strategy_score,reason_bonus,heuristic_score,heuristic_grade,_estimated_cost_numeric,_suggested_qty_numeric,greedy_rank,is_greedy_selected,greedy_reason,avg_daily_sales,unit_cost,stock_qty,expiry_days,category,dead_stock_qty,sales_30d,sales_7d,abc_revenue_value,abc_grade,abc_cumulative_pct,abc_priority,abc_score,turnover_days,turnover_rate_annual,turnover_grade,turnover_score,turnover_risk_flag,disposal_risk_score,disposal_risk_grade,disposal_risk_reason,safety_stock,reorder_point,reorder_risk_score,reorder_status,reorder_advice,safety_stock_score,eoq_qty,eoq_order_cycle,eoq_total_cost,eoq_risk_score,eoq_status,eoq_advice,eoq_score,demand_forecast_7d,demand_forecast_daily,demand_forecast_upper,demand_forecast_lower,demand_trend,demand_stockout_days,demand_risk_score,demand_forecast_method,demand_forecast_score,match_score,match_score_demand,match_score_urgency,match_score_abc,match_score_cluster,match_score_dist,match_grade,match_reason,trend_rate,trend_score,trend_direction,aging_score,aging_grade,relocation_failure_score,relocation_failure_grade,substitute_conflict_score,category_balance_score,store_capacity_score,expected_sales_increase_rate,discount_sensitivity_score,disposal_avoidance_profit,disposal_avoidance_score,newsvendor_critical_ratio,newsvendor_optimal_sl,newsvendor_score,is_fresh_product,topsis_score,topsis_rank,priority_queue_score,priority_queue_rank,service_level_score,service_level_current,service_level_gap,queue_capacity_score,transport_lp_score,assignment_action,assignment_score,multiobjective_rank,multiobjective_score,lp_allocation_score,sensitivity_score,dominant_factor,varo_score,varo_grade,varo_rank,varo_weight_breakdown,vhs2_scenario_labels,vhs2_weights,sit2_EXPIRY_URGENT,sit2_COLD_EXCESS,sit2_DEMAND_SURGE,sit2_HIGH_TRANSPORT,sit2_REORDER_RISK,sit2_STRESS,vhs2_group_재고위험,vhs2_group_판매가능성,vhs2_group_점포이동적합,vhs2_group_비용절감,vhs2_group_폐기회피이익,vhs2_group_실행가능성,mcdm_score,vhs2_raw,vhs2_history_correction,vhs2,vhs2_grade,vhs2_action,vhs2_action_icon,vhs2_rank,vhs2_confidence,vhs2_confidence_label,vhs2_confidence_color,vhs2_ci_lower,vhs2_ci_upper,vhs,vhs_grade,vhs_action,source_cluster,target_cluster,is_same_cluster,is_optimal_route,network_unit_cost,network_cost_score,direct_cost,via_cost,estimated_cost_transfer,direct_distance_km,via_distance_km,recommended_distance_km,recommended_time_min,sales_30d_transfer,source_dead_stock_qty,target_shortage_qty,greedy_action,dqn_recommended_action,dqn_expected_q,dqn_match_greedy,Q_재고 이동,Q_할인,Q_폐기,Q_보류
커피083,합정점,문래2점,28.0,프로모션 추천,23076.0,프로모션 순비용이 재배치 비용보다 낮습니다.,11.084573218480816,11.206896551724139,12,8,42.3,후순위,23076.0,28.0,437,False,Greedy 선택 후보보다 우선순위가 낮음,2.67,2824,357,4,음료,343,80.0,19.0,225920.0,A,0.5118256494536694,1,100.0,133.9,2.69,DEAD,25.6,True,60.0,HIGH,유통기한 임박 | 소진일수 134일 초과,2.3,10.3,0.0,SAFE,"재고 여유 — 현재고(357), 재주문점(10)",0.0,138.5,51.9,70383.0,100.0,OVER,과잉 발주 위험 — 현재(355개) > EOQ(138개). 발주 주기 52일 권장,100.0,18.9,2.7,3.8,1.6,STABLE,132.2,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,1.017,50.4,STABLE,26.0,LOW,66.1,MEDIUM,39.0,51.7,85.1,0.3,30.0,71810.0,100.0,0.385,0.385,88.5,False,12.9,266,35.8,252,100.0,0.999,4.9,49.4,50.0,HOLD,50.0,2,99.8,68.5,29.8,disposal_risk,48.7,모니터링,374,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,52.3,32.8,55.5,53.3,72.0,74.0,52.0,54.1,0.0,61.1,검토,할인 판매,🏷️,199,HIGH,신뢰도 높음 ●,#2e7d32,,,61.1,검토,할인 판매,6,4,False,False,,50.0,29859.0,0.0,29859.0,31.51,0.0,31.51,63.0,0.0,357.0,28.0,할인,할인,55.611,일치,50.176,55.611,26.481,16.447
라면076,교대2점,홍대2점,21.0,프로모션 추천,20816.0,프로모션 순비용이 재배치 비용보다 낮습니다.,14.034194727225266,8.189655172413794,12,8,42.2,후순위,20816.0,21.0,438,False,Greedy 선택 후보보다 우선순위가 낮음,0.53,3381,261,21,간편식,246,16.0,4.0,54096.0,B,0.8221004969557223,2,60.0,489.4,0.74,DEAD,0.0,True,41.8,MEDIUM,소진일수 489일 초과,0.5,2.1,0.0,SAFE,"재고 여유 — 현재고(261), 재주문점(2)",0.0,51.0,96.2,37933.0,100.0,OVER,과잉 발주 위험 — 현재(260개) > EOQ(51개). 발주 주기 96일 권장,100.0,3.9,0.56,0.78,0.34,STABLE,468.5,0.0,WMA,0.0,32.1,10.0,3.6,6.0,7.5,5.0,POOR,낮은 매칭,1.078,52.0,STABLE,35.0,LOW,43.3,MEDIUM,36.4,87.0,64.3,0.3,30.0,64385.0,100.0,0.385,0.385,88.5,False,10.0,430,29.0,371,100.0,0.999,4.9,33.1,50.0,HOLD,50.0,2,99.8,68.4,50.1,disposal_risk,30.1,후순위,494,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,31.3,33.3,48.6,53.2,72.0,71.9,50.4,47.7,0.0,14.7,검토,보류,⏸️,448,HIGH,신뢰도 높음 ●,#2e7d32,,,14.7,검토,보류,4,3,False,False,,50.0,24450.0,0.0,24450.0,25.5,0.0,25.5,51.0,0.0,261.0,21.0,할인,할인,50.858,일치,44.249,50.858,23.992,13.823
치즈049,왕십리2점,잠원2점,23.0,재배치 추천,20166.0,프로모션 순비용이 재배치 비용보다 높습니다.,14.882537196554424,9.051724137931034,18,0,41.9,후순위,20166.0,23.0,439,False,Greedy 선택 후보보다 우선순위가 낮음,11.26,3529,331,1,유제품,316,338.0,79.0,1192802.0,A,0.21640219702090946,1,100.0,29.4,12.25,FAST,83.7,False,46.0,MEDIUM,유통기한 임박 | 신선/냉장 고위험 카테고리,9.7,43.5,0.0,SAFE,"재고 여유 — 현재고(331), 재주문점(44)",0.0,182.4,16.2,225307.0,76.2,OVER,과잉 발주 위험 — 현재(321개) > EOQ(182개). 발주 주기 16일 권장,76.2,78.9,11.27,15.92,6.63,STABLE,29.4,5.3,WMA,5.3,36.4,10.0,3.86,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.002,50.1,STABLE,5.7,LOW,76.6,HIGH,28.0,61.1,64.3,0.3,30.0,77234.0,100.0,0.385,0.385,88.5,True,56.9,5,24.7,460,100.0,0.999,4.9,33.1,50.0,HOLD,50.0,2,99.8,68.4,26.0,turnover,55.5,검토 필요,226,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,61.4,35.4,49.6,49.5,72.0,63.2,76.2,53.8,0.0,58.7,검토,보류,⏸️,212,HIGH,신뢰도 높음 ●,#2e7d32,,,58.7,검토,보류,6,2,False,False,,50.0,20166.0,0.0,20166.0,20.74,0.0,20.74,41.0,0.0,331.0,23.0,재고 이동,재고 이동,57.93,일치,57.93,42.894,22.638,16.818
케이크017,동대문점,성수2점,20.0,프로모션 추천,20797.0,프로모션 순비용이 재배치 비용보다 낮습니다.,14.058992430174888,7.758620689655173,12,8,41.8,후순위,20797.0,20.0,440,False,Greedy 선택 후보보다 우선순위가 낮음,2.9,3543,370,5,디저트,350,87.0,20.0,308241.0,A,0.12837842519948908,1,100.0,127.6,2.82,DEAD,29.1,True,60.0,HIGH,유통기한 임박 | 소진일수 128일 초과,2.5,11.2,0.0,SAFE,"재고 여유 — 현재고(370), 재주문점(11)",0.0,109.3,37.7,96828.0,100.0,OVER,과잉 발주 위험 — 현재(368개) > EOQ(109개). 발주 주기 38일 권장,100.0,20.1,2.87,4.07,1.68,STABLE,128.9,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,0.985,49.6,STABLE,25.2,LOW,62.6,MEDIUM,40.7,41.4,71.9,0.3,30.0,64235.0,100.0,0.385,0.385,88.5,False,13.0,262,35.6,256,100.0,0.999,4.9,40.2,50.0,HOLD,50.0,2,99.8,68.4,30.2,disposal_risk,48.8,모니터링,370,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,53.3,32.6,54.5,53.0,72.0,61.7,52.1,52.6,0.0,47.7,검토,할인 판매,🏷️,271,HIGH,신뢰도 높음 ●,#2e7d32,,,47.7,검토,할인 판매,3,1,False,False,,50.0,20832.0,0.0,20832.0,21.48,0.0,21.48,43.0,0.0,370.0,20.0,할인,재고 이동,57.89,다름,57.89,49.589,24.938,15.187
케이크017,용산점,성수2점,20.0,프로모션 추천,20797.0,프로모션 순비용이 재배치 비용보다 낮습니다.,14.058992430174888,7.758620689655173,12,8,41.8,후순위,20797.0,20.0,441,False,Greedy 선택 후보보다 우선순위가 낮음,6.92,3543,398,3,디저트,369,208.0,48.0,736944.0,A,0.12837842519948908,1,100.0,57.4,6.27,NORMAL,68.1,False,51.7,MEDIUM,유통기한 임박,5.9,26.7,0.0,SAFE,"재고 여유 — 현재고(398), 재주문점(27)",0.0,168.9,24.4,149574.0,100.0,OVER,과잉 발주 위험 — 현재(392개) > EOQ(169개). 발주 주기 24일 권장,100.0,48.2,6.89,9.74,4.03,STABLE,57.8,0.3,WMA,0.3,36.1,10.0,3.62,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.991,49.8,STABLE,11.4,LOW,69.6,MEDIUM,40.7,41.4,71.9,0.3,30.0,64235.0,100.0,0.385,0.385,88.5,False,12.2,327,27.9,396,100.0,0.999,4.9,40.2,50.0,HOLD,50.0,2,99.8,68.4,28.5,disposal_risk,52.1,모니터링,303,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,59.8,32.8,50.8,53.0,72.0,61.7,51.6,53.7,0.0,57.9,검토,보류,⏸️,216,HIGH,신뢰도 높음 ●,#2e7d32,,,57.9,검토,보류,0,1,False,False,,50.0,23649.0,0.0,23649.0,24.61,0.0,24.61,49.0,0.0,398.0,20.0,할인,재고 이동,56.671,다름,56.671,47.696,24.383,16.686
탄산음료050,목동2점,합정점,39.0,프로모션 추천,27076.0,프로모션 순비용이 재배치 비용보다 낮습니다.,5.864004176455233,15.948275862068966,12,8,41.8,후순위,27076.0,39.0,442,False,Greedy 선택 후보보다 우선순위가 낮음,0.6,2391,361,0,음료,361,18.0,4.0,43038.0,B,0.8656502532053011,2,60.0,601.7,0.6,DEAD,0.0,True,70.0,HIGH,유통기한 임박 | 소진일수 602일 초과,0.5,2.3,0.0,SAFE,"재고 여유 — 현재고(361), 재주문점(2)",0.0,71.3,118.8,30701.0,100.0,OVER,과잉 발주 위험 — 현재(360개) > EOQ(71개). 발주 주기 119일 권장,100.0,4.1,0.59,0.83,0.34,STABLE,616.3,0.0,WMA,0.0,36.9,10.0,8.4,6.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,0.952,48.8,STABLE,36.2,LOW,78.3,HIGH,38.7,59.9,78.8,0.3,30.0,84823.0,100.0,0.385,0.385,88.5,False,14.4,144,41.5,113,100.0,0.999,4.9,45.4,50.0,HOLD,50.0,2,99.8,68.4,40.1,disposal_risk,38.2,후순위,482,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,44.1,32.3,54.4,53.0,72.0,72.5,52.8,51.7,0.0,36.1,검토,할인 판매,🏷️,333,HIGH,신뢰도 높음 ●,#2e7d32,,,36.1,검토,할인 판매,4,6,False,False,,50.0,31740.0,0.0,31740.0,33.6,0.0,33.6,67.0,0.0,361.0,39.0,할인,할인,62.147,일치,47.914,62.147,28.635,15.0
도시락036,강남점,성수점,23.0,재배치 추천,20364.0,프로모션 순비용이 재배치 비용보다 높습니다.,14.624119028974158,9.051724137931034,18,0,41.7,후순위,20364.0,23.0,443,False,Greedy 선택 후보보다 우선순위가 낮음,2.05,3295,343,1,신선식품,341,61.0,14.0,200995.0,B,0.8400030592329824,2,60.0,168.7,2.13,DEAD,6.3,True,78.0,HIGH,유통기한 임박 | 소진일수 169일 초과 | 신선/냉장 고위험 카테고리,1.8,8.0,0.0,SAFE,"재고 여유 — 현재고(343), 재주문점(8)",0.0,80.5,39.3,92893.0,100.0,OVER,과잉 발주 위험 — 현재(341개) > EOQ(80개). 발주 주기 39일 권장,100.0,14.1,2.01,2.86,1.17,STABLE,170.3,0.0,WMA,0.0,36.9,10.0,8.4,6.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,0.976,49.4,STABLE,33.1,LOW,76.6,HIGH,24.5,56.6,77.1,0.3,30.0,70578.0,100.0,0.385,0.385,88.5,True,15.7,95,43.9,41,100.0,0.999,4.9,44.2,50.0,HOLD,50.0,2,99.8,68.3,38.2,disposal_risk,41.2,모니터링,474,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,49.3,32.5,54.8,52.9,72.0,70.3,53.5,52.7,0.0,49.2,검토,할인 판매,🏷️,263,HIGH,신뢰도 높음 ●,#2e7d32,,,49.2,검토,할인 판매,0,4,False,False,,50.0,20364.0,0.0,20364.0,20.96,0.0,20.96,42.0,0.0,343.0,23.0,재고 이동,할인,56.448,다름,55.659,56.448,27.021,14.048
탄산음료075,잠원2점,압구정점,34.0,재배치 추천,23964.0,프로모션 순비용이 재배치 비용보다 높습니다.,9.925606891151135,13.793103448275861,18,0,41.7,후순위,23964.0,34.0,444,False,Greedy 선택 후보보다 우선순위가 낮음,6.52,2688,323,1,음료,314,196.0,46.0,526848.0,A,0.2566958929893234,1,100.0,49.4,7.28,NORMAL,72.6,False,47.7,MEDIUM,유통기한 임박,5.6,25.2,0.0,SAFE,"재고 여유 — 현재고(323), 재주문점(25)",0.0,221.8,34.0,107305.0,43.1,OPTIMAL,"적정 발주 — EOQ(222개), 권장 발주 주기 34일",43.1,45.9,6.56,9.25,3.87,STABLE,49.3,1.4,WMA,1.4,36.2,10.0,3.67,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.008,50.2,STABLE,9.6,LOW,76.6,HIGH,29.8,53.2,90.7,0.3,30.0,85706.0,100.0,0.385,0.385,88.5,False,18.6,72,25.9,446,100.0,0.999,4.9,52.6,50.0,HOLD,50.0,2,99.8,68.3,28.0,turnover,48.6,모니터링,378,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,59.2,33.5,51.7,44.4,72.0,78.2,55.1,54.3,0.0,63.5,검토,보류,⏸️,186,HIGH,신뢰도 높음 ●,#2e7d32,,,63.5,검토,보류,2,0,False,False,,50.0,23964.0,0.0,23964.0,24.96,0.0,24.96,50.0,0.0,323.0,34.0,재고 이동,재고 이동,54.119,일치,54.119,45.832,23.255,17.321
핫바014,합정점,선릉점,37.0,프로모션 추천,26631.0,프로모션 순비용이 재배치 비용보다 낮습니다.,6.44479248238058,15.086206896551724,12,8,41.5,후순위,26631.0,37.0,445,False,Greedy 선택 후보보다 우선순위가 낮음,1.27,2476,352,0,간편식,351,38.0,9.0,94088.0,A,0.3125068104982006,1,100.0,277.9,1.3,DEAD,0.0,True,75.0,HIGH,유통기한 임박 | 소진일수 278일 초과,1.1,4.9,0.0,SAFE,"재고 여유 — 현재고(352), 재주문점(5)",0.0,92.2,72.6,50250.0,100.0,OVER,과잉 발주 위험 — 현재(351개) > EOQ(92개). 발주 주기 73일 권장,100.0,9.0,1.29,1.81,0.76,STABLE,273.8,0.0,WMA,0.0,40.9,10.0,8.4,10.0,7.5,5.0,FAIR,보통 매칭 · 폐기위험 높음 · 핵심(A)상품,1.012,50.3,STABLE,35.0,LOW,78.3,HIGH,28.9,53.5,62.1,0.3,30.0,83303.0,100.0,0.385,0.385,88.5,False,15.4,102,44.0,37,100.0,0.999,4.9,30.7,50.0,HOLD,50.0,2,99.8,68.3,20.2,disposal_risk,47.6,모니터링,404,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,52.2,32.8,55.3,52.8,72.0,59.2,53.4,52.1,0.0,40.6,검토,할인 판매,🏷️,309,HIGH,신뢰도 높음 ●,#2e7d32,,,40.6,검토,할인 판매,6,3,False,False,,50.0,30336.0,0.0,30336.0,32.04,0.0,32.04,64.0,0.0,352.0,37.0,할인,할인,59.593,일치,51.795,59.593,28.216,15.937
아이스라떼060,건대점,역삼점,35.0,재배치 추천,24558.0,프로모션 순비용이 재배치 비용보다 높습니다.,9.150352388410337,14.224137931034484,18,0,41.4,후순위,24558.0,35.0,446,False,Greedy 선택 후보보다 우선순위가 낮음,5.09,3510,294,1,유제품,287,153.0,36.0,537030.0,A,0.19496939414720207,1,100.0,57.6,6.24,NORMAL,68.0,False,59.8,MEDIUM,유통기한 임박 | 신선/냉장 고위험 카테고리,4.4,19.7,0.0,SAFE,"재고 여유 — 현재고(294), 재주문점(20)",0.0,123.0,24.2,151075.0,100.0,OVER,과잉 발주 위험 — 현재(290개) > EOQ(123개). 발주 주기 24일 권장,100.0,35.9,5.13,7.23,3.03,STABLE,57.3,0.4,WMA,0.4,36.1,10.0,3.62,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,1.01,50.3,STABLE,11.2,LOW,76.6,HIGH,33.8,75.5,74.5,0.3,30.0,122862.0,100.0,0.385,0.385,88.5,True,13.8,181,31.1,320,100.0,0.999,4.9,42.2,50.0,HOLD,50.0,1,100.0,68.3,27.6,disposal_risk,53.9,모니터링,265,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,63.4,33.0,51.7,52.8,72.0,74.8,52.6,56.4,0.0,88.1,최적,보류,⏸️,54,HIGH,신뢰도 높음 ●,#2e7d32,,,88.1,최적,보류,3,1,False,False,,50.0,24558.0,0.0,24558.0,25.62,0.0,25.62,51.0,0.0,294.0,35.0,재고 이동,재고 이동,56.924,일치,56.924,47.639,24.83,16.99
아이스크림085,건대2점,여의도2점,25.0,재배치 추천,21291.0,프로모션 순비용이 재배치 비용보다 높습니다.,13.414252153484728,9.913793103448276,18,0,41.3,후순위,21291.0,25.0,447,False,Greedy 선택 후보보다 우선순위가 낮음,3.77,2932,379,12,디저트,316,113.0,26.0,331316.0,A,0.3474431199272941,1,100.0,100.6,3.58,DEAD,44.1,True,36.9,LOW,소진일수 101일 초과,3.2,14.5,0.0,SAFE,"재고 여유 — 현재고(379), 재주문점(14)",0.0,137.0,36.3,100431.0,100.0,OVER,과잉 발주 위험 — 현재(376개) > EOQ(137개). 발주 주기 36일 권장,100.0,26.2,3.74,5.3,2.19,STABLE,101.3,0.0,WMA,0.0,32.5,10.0,0.0,10.0,7.5,5.0,POOR,낮은 매칭 · 핵심(A)상품,0.985,49.6,STABLE,19.9,LOW,43.3,MEDIUM,30.8,61.0,77.8,0.3,30.0,66669.0,100.0,0.385,0.385,88.5,False,9.8,434,23.3,480,100.0,0.999,4.9,44.7,50.0,HOLD,50.0,2,99.8,68.3,32.7,disposal_risk,42.7,모니터링,467,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,46.8,32.6,48.8,52.7,72.0,72.2,50.3,51.5,0.0,34.1,검토,보류,⏸️,344,HIGH,신뢰도 높음 ●,#2e7d32,,,34.1,검토,보류,5,0,False,False,,50.0,21291.0,0.0,21291.0,21.99,0.0,21.99,44.0,0.0,379.0,25.0,재고 이동,재고 이동,57.588,일치,57.588,45.373,23.494,15.071
도시락036,교대점,노원2점,23.0,프로모션 추천,22206.0,프로모션 순비용이 재배치 비용보다 낮습니다.,12.220046985121378,9.051724137931034,12,8,41.3,후순위,22206.0,23.0,448,False,Greedy 선택 후보보다 우선순위가 낮음,4.86,3295,337,0,신선식품,331,146.0,34.0,481070.0,B,0.8400030592329824,2,60.0,69.2,5.2,SLOW,61.6,True,69.6,HIGH,유통기한 임박 | 소진일수 69일 초과 | 신선/냉장 고위험 카테고리,4.2,18.8,0.0,SAFE,"재고 여유 — 현재고(337), 재주문점(19)",0.0,124.0,25.5,143030.0,100.0,OVER,과잉 발주 위험 — 현재(333개) > EOQ(124개). 발주 주기 26일 권장,100.0,34.0,4.86,6.86,2.85,STABLE,69.4,0.0,WMA,0.0,36.9,10.0,8.4,6.0,7.5,5.0,POOR,낮은 매칭 · 폐기위험 높음,0.999,50.0,STABLE,13.5,LOW,78.3,HIGH,31.2,76.4,88.0,0.3,30.0,68736.0,100.0,0.385,0.385,88.5,True,14.4,144,35.7,254,100.0,0.999,4.9,51.1,50.0,HOLD,50.0,1,100.0,68.3,42.6,disposal_risk,47.8,모니터링,399,HEURISTIC 29% | ABC 14% | TURNOVER 14% | DISPOSAL_RISK 14% | SAFETY_STOCK 8% | EOQ 7% | DEMAND_FORECAST 7% | MATCH 5%,"['⏰ 유통기한 임박 (91%)', '❄️ 냉장·냉동 과잉 (80%)', '💸 배송비 상승 (100%)', '⚡ 복합 스트레스 (60%)']","{'재고위험': '24.9%', '판매가능성': '13.1%', '점포이동적합': '14.0%', '비용절감': '18.3%', '폐기회피이익': '13.7%', '실행가능성': '12.8%', '이력보정': '3.3%'}",True,True,False,True,False,True,60.2,32.7,53.9,52.7,72.0,84.1,52.9,57.0,0.0,91.3,최적,할인 판매,🏷️,37,HIGH,신뢰도 높음 ●,#2e7d32,,,91.3,최적,할인 판매,3,2,False,False,,50.0,23145.0,0.0,23145.0,24.05,0.0,24.05,48.0,0.0,337.0,23.0,할인,재고 이동,53.605,다름,53.605,51.319,25.547,16.062
